entry_type,meta_layer,issuer,issuer_type,governance_layer,geographic_scope,status,mandate,sector_applicability,standard_id,name_full,name_short,year_published,year_first,domain,sub_domain,sigma_id,why_it_matters,key_outputs,official_url,data_source,notes
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0046,ARPA Network protocol notes,RFC 0046,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0046-1970,Core internet protocol standard,RFC 0046,https://www.rfc-editor.org/rfc/rfc0046.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0047,BBN's Comments on NWG/RFC #33,RFC 0047,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0047-1970,Core internet protocol standard,RFC 0047,https://www.rfc-editor.org/rfc/rfc0047.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0048,Possible protocol plateau,RFC 0048,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0048-1970,Core internet protocol standard,RFC 0048,https://www.rfc-editor.org/rfc/rfc0048.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0049,Conversations with S. Crocker (UCLA),RFC 0049,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0049-1970,Core internet protocol standard,RFC 0049,https://www.rfc-editor.org/rfc/rfc0049.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0050,Comments on the Meyer Proposal,RFC 0050,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0050-1970,Core internet protocol standard,RFC 0050,https://www.rfc-editor.org/rfc/rfc0050.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0051,Proposal for a Network Interchange Language,RFC 0051,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0051-1970,Core internet protocol standard,RFC 0051,https://www.rfc-editor.org/rfc/rfc0051.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0052,Updated distribution list,RFC 0052,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0052-1970,Core internet protocol standard,RFC 0052,https://www.rfc-editor.org/rfc/rfc0052.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0053,Official protocol mechanism,RFC 0053,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0053-1970,Core internet protocol standard,RFC 0053,https://www.rfc-editor.org/rfc/rfc0053.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0054,Official Protocol Proffering,RFC 0054,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0054-1970,Core internet protocol standard,RFC 0054,https://www.rfc-editor.org/rfc/rfc0054.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0055,Prototypical implementation of the NCP,RFC 0055,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0055-1970,Core internet protocol standard,RFC 0055,https://www.rfc-editor.org/rfc/rfc0055.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0056,Third Level Protocol: Logger Protocol,RFC 0056,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0056-1970,Core internet protocol standard,RFC 0056,https://www.rfc-editor.org/rfc/rfc0056.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0057,Thoughts and Reflections on NWG/RFC 54,RFC 0057,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0057-1970,Core internet protocol standard,RFC 0057,https://www.rfc-editor.org/rfc/rfc0057.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0058,Logical Message Synchronization,RFC 0058,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0058-1970,Core internet protocol standard,RFC 0058,https://www.rfc-editor.org/rfc/rfc0058.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0059,Flow Control - Fixed Versus Demand Allocation,RFC 0059,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0059-1970,Core internet protocol standard,RFC 0059,https://www.rfc-editor.org/rfc/rfc0059.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0060,A Simplified NCP Protocol,RFC 0060,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0060-1970,Core internet protocol standard,RFC 0060,https://www.rfc-editor.org/rfc/rfc0060.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0061,Note on Interprocess Communication in a Resource Sharing Computer Network,RFC 0061,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0061-1970,Core internet protocol standard,RFC 0061,https://www.rfc-editor.org/rfc/rfc0061.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0062,Systems for Interprocess Communication in a Resource Sharing Computer Network,RFC 0062,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0062-1970,Core internet protocol standard,RFC 0062,https://www.rfc-editor.org/rfc/rfc0062.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0063,Belated Network Meeting Report,RFC 0063,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0063-1970,Core internet protocol standard,RFC 0063,https://www.rfc-editor.org/rfc/rfc0063.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0064,Getting rid of marking,RFC 0064,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0064-1970,Core internet protocol standard,RFC 0064,https://www.rfc-editor.org/rfc/rfc0064.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0065,Comments on Host/Host Protocol document #1,RFC 0065,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0065-1970,Core internet protocol standard,RFC 0065,https://www.rfc-editor.org/rfc/rfc0065.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0066,NIC - third level ideas and other noise,RFC 0066,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0066-1970,Core internet protocol standard,RFC 0066,https://www.rfc-editor.org/rfc/rfc0066.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0067,Proposed Change to Host/IMP Spec to Eliminate Marking,RFC 0067,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0067-1970,Core internet protocol standard,RFC 0067,https://www.rfc-editor.org/rfc/rfc0067.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0068,"Comments on Memory Allocation Control Commands: CEASE, ALL, GVB, RET, and RFNM",RFC 0068,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0068-1970,Core internet protocol standard,RFC 0068,https://www.rfc-editor.org/rfc/rfc0068.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0069,Distribution List Change for MIT,RFC 0069,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0069-1970,Core internet protocol standard,RFC 0069,https://www.rfc-editor.org/rfc/rfc0069.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0070,Note on Padding,RFC 0070,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0070-1970,Core internet protocol standard,RFC 0070,https://www.rfc-editor.org/rfc/rfc0070.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0071,Reallocation in Case of Input Error,RFC 0071,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0071-1970,Core internet protocol standard,RFC 0071,https://www.rfc-editor.org/rfc/rfc0071.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0072,Proposed Moratorium on Changes to Network Protocol,RFC 0072,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0072-1970,Core internet protocol standard,RFC 0072,https://www.rfc-editor.org/rfc/rfc0072.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0073,Response to NWG/RFC 67,RFC 0073,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0073-1970,Core internet protocol standard,RFC 0073,https://www.rfc-editor.org/rfc/rfc0073.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0074,Specifications for Network Use of the UCSB On-Line System,RFC 0074,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0074-1970,Core internet protocol standard,RFC 0074,https://www.rfc-editor.org/rfc/rfc0074.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0075,Network Meeting,RFC 0075,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0075-1970,Core internet protocol standard,RFC 0075,https://www.rfc-editor.org/rfc/rfc0075.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0076,Connection by name: User oriented protocol,RFC 0076,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0076-1970,Core internet protocol standard,RFC 0076,https://www.rfc-editor.org/rfc/rfc0076.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0077,Network meeting report,RFC 0077,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0077-1970,Core internet protocol standard,RFC 0077,https://www.rfc-editor.org/rfc/rfc0077.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0078,NCP Status Report: UCSB/Rand,RFC 0078,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0078-1970,Core internet protocol standard,RFC 0078,https://www.rfc-editor.org/rfc/rfc0078.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0079,Logger Protocol error,RFC 0079,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0079-1970,Core internet protocol standard,RFC 0079,https://www.rfc-editor.org/rfc/rfc0079.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0080,Protocols and Data Formats,RFC 0080,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0080-1970,Core internet protocol standard,RFC 0080,https://www.rfc-editor.org/rfc/rfc0080.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0081,Request for Reference Information,RFC 0081,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0081-1970,Core internet protocol standard,RFC 0081,https://www.rfc-editor.org/rfc/rfc0081.html,IETF RFC Editor,
Standard,L5 Technology & Infrastructure,IETF,Industry SDO,International,Global,Superseded,Voluntary,Internet and networking technologies,RFC 0082,Network Meeting Notes,RFC 0082,1970,1970,Information Technology,Internet Standards,DG-IETF-RFC0082-1970,Core internet protocol standard,RFC 0082,https://www.rfc-editor.org/rfc/rfc0082.html,IETF RFC Editor,
