entry_type,meta_layer,issuer,issuer_type,governance_layer,geographic_scope,status,mandate,sector_applicability,standard_id,name_full,name_short,year_published,year_first,domain,sub_domain,sigma_id,why_it_matters,key_outputs,official_url,data_source,notes
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C144,"Tripartite Consultation (International Labour Standards) Convention, 1976",C144,1976,1976,Labour & Employment,Conventions,LS-ILO-C144-1976,International labour standard setting minimum conditions for workers worldwide,C144,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:144,ILO NORMLEX,ILO Convention adopted in 1976
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C001,"Hours of Work (Industry) Convention, 1919",C001,1919,1919,Labour & Employment,Conventions,LS-ILO-C001-1919,International labour standard setting minimum conditions for workers worldwide,C001,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:001,ILO NORMLEX,ILO Convention adopted in 1919
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C014,"Weekly Rest (Industry) Convention, 1921",C014,1921,1921,Labour & Employment,Conventions,LS-ILO-C014-1921,International labour standard setting minimum conditions for workers worldwide,C014,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:014,ILO NORMLEX,ILO Convention adopted in 1921
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C030,"Hours of Work (Commerce and Offices) Convention, 1930",C030,1930,1930,Labour & Employment,Conventions,LS-ILO-C030-1930,International labour standard setting minimum conditions for workers worldwide,C030,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:030,ILO NORMLEX,ILO Convention adopted in 1930
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C106,"Weekly Rest (Commerce and Offices) Convention, 1957",C106,1957,1957,Labour & Employment,Conventions,LS-ILO-C106-1957,International labour standard setting minimum conditions for workers worldwide,C106,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:106,ILO NORMLEX,ILO Convention adopted in 1957
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C132,"Holidays with Pay Convention (Revised), 1970",C132,1970,1970,Labour & Employment,Conventions,LS-ILO-C132-1970,International labour standard setting minimum conditions for workers worldwide,C132,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:132,ILO NORMLEX,ILO Convention adopted in 1970
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C135,"Workers' Representatives Convention, 1971",C135,1971,1971,Labour & Employment,Conventions,LS-ILO-C135-1971,International labour standard setting minimum conditions for workers worldwide,C135,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:135,ILO NORMLEX,ILO Convention adopted in 1971
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C141,"Rural Workers' Organisations Convention, 1975",C141,1975,1975,Labour & Employment,Conventions,LS-ILO-C141-1975,International labour standard setting minimum conditions for workers worldwide,C141,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:141,ILO NORMLEX,ILO Convention adopted in 1975
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C154,"Collective Bargaining Convention, 1981",C154,1981,1981,Labour & Employment,Conventions,LS-ILO-C154-1981,International labour standard setting minimum conditions for workers worldwide,C154,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:154,ILO NORMLEX,ILO Convention adopted in 1981
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C155,"Occupational Safety and Health Convention, 1981",C155,1981,1981,Labour & Employment,Conventions,LS-ILO-C155-1981,International labour standard setting minimum conditions for workers worldwide,C155,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:155,ILO NORMLEX,ILO Convention adopted in 1981
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C161,"Occupational Health Services Convention, 1985",C161,1985,1985,Labour & Employment,Conventions,LS-ILO-C161-1985,International labour standard setting minimum conditions for workers worldwide,C161,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:161,ILO NORMLEX,ILO Convention adopted in 1985
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C187,"Promotional Framework for Occupational Safety and Health Convention, 2006",C187,2006,2006,Labour & Employment,Conventions,LS-ILO-C187-2006,International labour standard setting minimum conditions for workers worldwide,C187,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:187,ILO NORMLEX,ILO Convention adopted in 2006
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C102,"Social Security (Minimum Standards) Convention, 1952",C102,1952,1952,Labour & Employment,Conventions,LS-ILO-C102-1952,International labour standard setting minimum conditions for workers worldwide,C102,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:102,ILO NORMLEX,ILO Convention adopted in 1952
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C121,"Employment Injury Benefits Convention, 1964",C121,1964,1964,Labour & Employment,Conventions,LS-ILO-C121-1964,International labour standard setting minimum conditions for workers worldwide,C121,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:121,ILO NORMLEX,ILO Convention adopted in 1964
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C128,"Invalidity, Old-Age and Survivors' Benefits Convention, 1967",C128,1967,1967,Labour & Employment,Conventions,LS-ILO-C128-1967,International labour standard setting minimum conditions for workers worldwide,C128,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:128,ILO NORMLEX,ILO Convention adopted in 1967
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C130,"Medical Care and Sickness Benefits Convention, 1969",C130,1969,1969,Labour & Employment,Conventions,LS-ILO-C130-1969,International labour standard setting minimum conditions for workers worldwide,C130,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:130,ILO NORMLEX,ILO Convention adopted in 1969
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C168,"Employment Promotion and Protection against Unemployment Convention, 1988",C168,1988,1988,Labour & Employment,Conventions,LS-ILO-C168-1988,International labour standard setting minimum conditions for workers worldwide,C168,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:168,ILO NORMLEX,ILO Convention adopted in 1988
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Superseded,Voluntary,Labour and employment,C003,"Maternity Protection Convention, 1919",C003,1919,1919,Labour & Employment,Conventions,LS-ILO-C003-1919,International labour standard setting minimum conditions for workers worldwide,C003,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:003,ILO NORMLEX,ILO Convention adopted in 1919
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C103,"Maternity Protection Convention (Revised), 1952",C103,1952,1952,Labour & Employment,Conventions,LS-ILO-C103-1952,International labour standard setting minimum conditions for workers worldwide,C103,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:103,ILO NORMLEX,ILO Convention adopted in 1952
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C183,"Maternity Protection Convention, 2000",C183,2000,2000,Labour & Employment,Conventions,LS-ILO-C183-2000,International labour standard setting minimum conditions for workers worldwide,C183,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:183,ILO NORMLEX,ILO Convention adopted in 2000
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Superseded,Voluntary,Labour and employment,C005,"Minimum Age (Industry) Convention, 1919",C005,1919,1919,Labour & Employment,Conventions,LS-ILO-C005-1919,International labour standard setting minimum conditions for workers worldwide,C005,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:005,ILO NORMLEX,ILO Convention adopted in 1919
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Superseded,Voluntary,Labour and employment,C010,"Minimum Age (Agriculture) Convention, 1921",C010,1921,1921,Labour & Employment,Conventions,LS-ILO-C010-1921,International labour standard setting minimum conditions for workers worldwide,C010,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:010,ILO NORMLEX,ILO Convention adopted in 1921
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Superseded,Voluntary,Labour and employment,C033,"Minimum Age (Non-Industrial Employment) Convention, 1932",C033,1932,1932,Labour & Employment,Conventions,LS-ILO-C033-1932,International labour standard setting minimum conditions for workers worldwide,C033,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:033,ILO NORMLEX,ILO Convention adopted in 1932
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Superseded,Voluntary,Labour and employment,C059,"Minimum Age (Industry) Convention (Revised), 1937",C059,1937,1937,Labour & Employment,Conventions,LS-ILO-C059-1937,International labour standard setting minimum conditions for workers worldwide,C059,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:059,ILO NORMLEX,ILO Convention adopted in 1937
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Superseded,Voluntary,Labour and employment,C060,"Minimum Age (Agriculture) Convention (Revised), 1937",C060,1937,1937,Labour & Employment,Conventions,LS-ILO-C060-1937,International labour standard setting minimum conditions for workers worldwide,C060,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:060,ILO NORMLEX,ILO Convention adopted in 1937
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Superseded,Voluntary,Labour and employment,C112,"Minimum Age (Fishermen) Convention, 1959",C112,1959,1959,Labour & Employment,Conventions,LS-ILO-C112-1959,International labour standard setting minimum conditions for workers worldwide,C112,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:112,ILO NORMLEX,ILO Convention adopted in 1959
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Superseded,Voluntary,Labour and employment,C123,"Minimum Age (Underground Work) Convention, 1965",C123,1965,1965,Labour & Employment,Conventions,LS-ILO-C123-1965,International labour standard setting minimum conditions for workers worldwide,C123,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:123,ILO NORMLEX,ILO Convention adopted in 1965
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Superseded,Voluntary,Labour and employment,C124,"Medical Examination of Young Persons (Underground Work) Convention, 1965",C124,1965,1965,Labour & Employment,Conventions,LS-ILO-C124-1965,International labour standard setting minimum conditions for workers worldwide,C124,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:124,ILO NORMLEX,ILO Convention adopted in 1965
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C008,"Unemployment Indemnity (Shipwreck) Convention, 1920",C008,1920,1920,Labour & Employment,Conventions,LS-ILO-C008-1920,International labour standard setting minimum conditions for workers worldwide,C008,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:008,ILO NORMLEX,ILO Convention adopted in 1920
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C009,"Placing of Seamen Convention, 1920",C009,1920,1920,Labour & Employment,Conventions,LS-ILO-C009-1920,International labour standard setting minimum conditions for workers worldwide,C009,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:009,ILO NORMLEX,ILO Convention adopted in 1920
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C022,"Seamen's Articles of Agreement Convention, 1926",C022,1926,1926,Labour & Employment,Conventions,LS-ILO-C022-1926,International labour standard setting minimum conditions for workers worldwide,C022,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:022,ILO NORMLEX,ILO Convention adopted in 1926
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C023,"Repatriation of Seamen Convention, 1926",C023,1926,1926,Labour & Employment,Conventions,LS-ILO-C023-1926,International labour standard setting minimum conditions for workers worldwide,C023,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:023,ILO NORMLEX,ILO Convention adopted in 1926
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C053,"Officers' Competency Certificates Convention, 1936",C053,1936,1936,Labour & Employment,Conventions,LS-ILO-C053-1936,International labour standard setting minimum conditions for workers worldwide,C053,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:053,ILO NORMLEX,ILO Convention adopted in 1936
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C054,"Holidays with Pay (Sea) Convention, 1936",C054,1936,1936,Labour & Employment,Conventions,LS-ILO-C054-1936,International labour standard setting minimum conditions for workers worldwide,C054,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:054,ILO NORMLEX,ILO Convention adopted in 1936
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C057,"Hours of Work and Manning (Sea) Convention, 1936",C057,1936,1936,Labour & Employment,Conventions,LS-ILO-C057-1936,International labour standard setting minimum conditions for workers worldwide,C057,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:057,ILO NORMLEX,ILO Convention adopted in 1936
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C058,"Minimum Age (Sea) Convention, 1936",C058,1936,1936,Labour & Employment,Conventions,LS-ILO-C058-1936,International labour standard setting minimum conditions for workers worldwide,C058,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:058,ILO NORMLEX,ILO Convention adopted in 1936
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C068,"Food and Catering (Ships) Convention, 1946",C068,1946,1946,Labour & Employment,Conventions,LS-ILO-C068-1946,International labour standard setting minimum conditions for workers worldwide,C068,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:068,ILO NORMLEX,ILO Convention adopted in 1946
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C069,"Certification of Ships' Cooks Convention, 1946",C069,1946,1946,Labour & Employment,Conventions,LS-ILO-C069-1946,International labour standard setting minimum conditions for workers worldwide,C069,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:069,ILO NORMLEX,ILO Convention adopted in 1946
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C070,"Social Security (Seafarers) Convention, 1946",C070,1946,1946,Labour & Employment,Conventions,LS-ILO-C070-1946,International labour standard setting minimum conditions for workers worldwide,C070,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:070,ILO NORMLEX,ILO Convention adopted in 1946
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C073,"Medical Examination (Seafarers) Convention, 1946",C073,1946,1946,Labour & Employment,Conventions,LS-ILO-C073-1946,International labour standard setting minimum conditions for workers worldwide,C073,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:073,ILO NORMLEX,ILO Convention adopted in 1946
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C074,"Certification of Able Seamen Convention, 1946",C074,1946,1946,Labour & Employment,Conventions,LS-ILO-C074-1946,International labour standard setting minimum conditions for workers worldwide,C074,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:074,ILO NORMLEX,ILO Convention adopted in 1946
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C091,"Paid Vacations (Seafarers) Convention (Revised), 1949",C091,1949,1949,Labour & Employment,Conventions,LS-ILO-C091-1949,International labour standard setting minimum conditions for workers worldwide,C091,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:091,ILO NORMLEX,ILO Convention adopted in 1949
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C092,"Accommodation of Crews Convention (Revised), 1949",C092,1949,1949,Labour & Employment,Conventions,LS-ILO-C092-1949,International labour standard setting minimum conditions for workers worldwide,C092,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:092,ILO NORMLEX,ILO Convention adopted in 1949
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C109,"Wages, Hours of Work and Manning (Sea) Convention, 1958",C109,1958,1958,Labour & Employment,Conventions,LS-ILO-C109-1958,International labour standard setting minimum conditions for workers worldwide,C109,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:109,ILO NORMLEX,ILO Convention adopted in 1958
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C113,"Medical Examination (Fishermen) Convention, 1959",C113,1959,1959,Labour & Employment,Conventions,LS-ILO-C113-1959,International labour standard setting minimum conditions for workers worldwide,C113,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:113,ILO NORMLEX,ILO Convention adopted in 1959
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C114,"Fishermen's Articles of Agreement Convention, 1959",C114,1959,1959,Labour & Employment,Conventions,LS-ILO-C114-1959,International labour standard setting minimum conditions for workers worldwide,C114,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:114,ILO NORMLEX,ILO Convention adopted in 1959
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C115,"Radiation Protection Convention, 1960",C115,1960,1960,Labour & Employment,Conventions,LS-ILO-C115-1960,International labour standard setting minimum conditions for workers worldwide,C115,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:115,ILO NORMLEX,ILO Convention adopted in 1960
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C119,"Guarding of Machinery Convention, 1963",C119,1963,1963,Labour & Employment,Conventions,LS-ILO-C119-1963,International labour standard setting minimum conditions for workers worldwide,C119,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:119,ILO NORMLEX,ILO Convention adopted in 1963
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C120,"Hygiene (Commerce and Offices) Convention, 1964",C120,1964,1964,Labour & Employment,Conventions,LS-ILO-C120-1964,International labour standard setting minimum conditions for workers worldwide,C120,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:120,ILO NORMLEX,ILO Convention adopted in 1964
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C126,"Accommodation of Crews (Fishermen) Convention, 1966",C126,1966,1966,Labour & Employment,Conventions,LS-ILO-C126-1966,International labour standard setting minimum conditions for workers worldwide,C126,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:126,ILO NORMLEX,ILO Convention adopted in 1966
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C133,"Accommodation of Crews (Supplementary Provisions) Convention, 1970",C133,1970,1970,Labour & Employment,Conventions,LS-ILO-C133-1970,International labour standard setting minimum conditions for workers worldwide,C133,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:133,ILO NORMLEX,ILO Convention adopted in 1970
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C134,"Prevention of Accidents (Seafarers) Convention, 1970",C134,1970,1970,Labour & Employment,Conventions,LS-ILO-C134-1970,International labour standard setting minimum conditions for workers worldwide,C134,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:134,ILO NORMLEX,ILO Convention adopted in 1970
Standard,"L3 Society, Governance & Law",ILO,UN Agency,International,Global,Active,Voluntary,Labour and employment,C137,"Dock Work Convention, 1973",C137,1973,1973,Labour & Employment,Conventions,LS-ILO-C137-1973,International labour standard setting minimum conditions for workers worldwide,C137,https://www.ilo.org/dyn/normlex/en/f?p=NORMLEXPUB:12100:0::NO::P12100_INSTRUMENT_ID:137,ILO NORMLEX,ILO Convention adopted in 1973
